Date,Name,cum_return,cum_return_pct
2022-01,PSEI,0.022358005832522787,2.2358005832522787
2022-02,PSEI,0.01527565615886628,1.527565615886628
2022-03,PSEI,0.0002777392028880943,0.02777392028880943
2022-04,PSEI,-0.06526871267879497,-6.526871267879497
2022-05,PSEI,-0.05915845021524824,-5.915845021524824
2022-06,PSEI,-0.14525760311067937,-14.525760311067938
2022-07,PSEI,-0.12289959727815603,-12.289959727815603
2022-08,PSEI,-0.08568254409109877,-8.568254409109876
2022-09,PSEI,-0.20274961810859626,-20.274961810859626
2022-10,PSEI,-0.1455353423135678,-14.55353423135678
2022-11,PSEI,-0.05832523260658273,-5.832523260658274
2022-12,PSEI,-0.08818219691709517,-8.818219691709517
2023-01,PSEI,-0.056658797389251836,-5.665879738925184
2023-02,PSEI,-0.08957089293153764,-8.957089293153764
2023-03,PSEI,-0.09734759061241527,-9.734759061241526
2023-04,PSEI,-0.07998889043188484,-7.998889043188484
2023-05,PSEI,-0.1005415914456329,-10.05415914456329
2023-06,PSEI,-0.1017914178586311,-10.179141785863111
2023-07,PSEI,-0.08471045688098922,-8.471045688098922
2023-08,PSEI,-0.14248021108179465,-14.248021108179465
2023-09,PSEI,-0.12220524927093501,-12.220524927093502
2023-10,PSEI,-0.17039300097208754,-17.039300097208752
2023-11,PSEI,-0.13567560061102657,-13.567560061102657
2023-12,PSEI,-0.1042910706846274,-10.42910706846274
2020-01,SET.BK,0.0,0.0
2020-02,SET.BK,-0.11426684280052846,-11.426684280052847
2020-03,SET.BK,-0.25627476882430655,-25.627476882430656
2020-04,SET.BK,-0.14002642007926036,-14.002642007926037
2020-05,SET.BK,-0.11294583883751663,-11.294583883751663
2020-06,SET.BK,-0.11558784676354039,-11.558784676354039
2020-07,SET.BK,-0.12219286657859973,-12.219286657859973
2020-08,SET.BK,-0.1340819022457067,-13.40819022457067
2020-09,SET.BK,-0.18295904887714665,-18.295904887714663
2020-10,SET.BK,-0.2107001321003963,-21.07001321003963
2020-11,SET.BK,-0.07001321003963001,-7.001321003963001
2020-12,SET.BK,-0.042932628797886396,-4.29326287978864
2021-01,SET.BK,-0.031043593130779423,-3.1043593130779423
2021-02,SET.BK,-0.011228533685601172,-1.1228533685601172
2021-03,SET.BK,0.048216644649933915,4.8216644649933915
2021-04,SET.BK,0.045574636723910045,4.5574636723910045
2021-05,SET.BK,0.05284015852047541,5.284015852047541
2021-06,SET.BK,0.048877146631439716,4.887714663143972
2021-07,SET.BK,0.005284015852047519,0.5284015852047519
2021-08,SET.BK,0.0825627476882429,8.25627476882429
2021-09,SET.BK,0.0607661822985468,6.07661822985468
2021-10,SET.BK,0.07199471598414786,7.199471598414786
2021-11,SET.BK,0.03632760898282683,3.632760898282683
2021-12,SET.BK,0.09511228533685578,9.511228533685578
2022-01,SET.BK,0.08916776750330224,8.916776750330225
2022-02,SET.BK,0.11294583883751619,11.294583883751619
2022-03,SET.BK,0.11955085865257553,11.955085865257553
2022-04,SET.BK,0.1010568031704091,10.10568031704091
2022-05,SET.BK,0.09841479524438546,9.841479524438546
2022-06,SET.BK,0.03566710700132081,3.566710700132081
2022-07,SET.BK,0.04095112285336833,4.095112285336833
2022-08,SET.BK,0.0825627476882429,8.25627476882429
2022-09,SET.BK,0.05019815059445154,5.019815059445154
2022-10,SET.BK,0.06274768824306465,6.274768824306465
2022-11,SET.BK,0.07992073976221925,7.992073976221925
2022-12,SET.BK,0.10237780713342137,10.237780713342136
2023-01,SET.BK,0.1036988110964332,10.36988110964332
2023-02,SET.BK,0.07133421400264184,7.133421400264184
2023-03,SET.BK,0.06274768824306443,6.274768824306443
2023-04,SET.BK,0.009907529722588793,0.9907529722588793
2023-05,SET.BK,0.012549537648612441,1.254953764861244
2023-06,SET.BK,-0.007265521796565921,-0.7265521796565921
2023-07,SET.BK,0.027741083223249197,2.7741083223249197
2023-08,SET.BK,0.03434610303830854,3.434610303830854
2023-09,SET.BK,-0.028401585204756108,-2.840158520475611
2023-10,SET.BK,-0.08718626155878506,-8.718626155878507
2023-11,SET.BK,-0.088507265521797,-8.8507265521797
2023-12,SET.BK,-0.06472919418758294,-6.472919418758294
